pair_id,domain,defense_name,attack_tier,initial_score,final_score,score_drop,threshold,fidelity_score,fidelity_threshold,is_evasive,passes_fidelity,is_fper,queries_consumed,source_text,initial_suspect_text,final_paraphrase_text,num_trajectory_steps
LEGAL_001,legal,D4_ColBERT_MultiVector,Tier2_Saliency,0.6959,0.6959,0.0,0.75,0.7637,0.75,True,True,True,1,"The defendant employer failed to provide adequate occupational safety equipment mandated by Article 157 of the Labor Code, directly causing the plaintiff's industrial injury. The regional labor tribunal holds the employer strictly liable for compensatory damages, medical reimbursement, and moral damages. (Case Record BR-TRT-2021-0001).","The respondent corporation neglected statutory safety obligations under Article 157 of the Labor Regulations, which was the proximate cause of petitioner's injury. The labor court establishes strict employer liability for pecuniary restitution, medical costs, and moral pain. (Jurisprudential Appeal TRT-2021-0001).","The respondent corporation neglected statutory safety obligations under Article 157 of the Labor Regulations, which was the proximate cause of petitioner's injury. The labor court establishes strict employer liability for pecuniary restitution, medical costs, and moral pain. (Jurisprudential Appeal TRT-2021-0001).",0
LEGAL_001,legal,D4_ColBERT_MultiVector,Corpus_Adversarial,0.6959,0.6947,0.0013,0.75,0.7664,0.75,True,True,True,2,"The defendant employer failed to provide adequate occupational safety equipment mandated by Article 157 of the Labor Code, directly causing the plaintiff's industrial injury. The regional labor tribunal holds the employer strictly liable for compensatory damages, medical reimbursement, and moral damages. (Case Record BR-TRT-2021-0001).","The respondent corporation neglected statutory safety obligations under Article 157 of the Labor Regulations, which was the proximate cause of petitioner's injury. The labor court establishes strict employer liability for pecuniary restitution, medical costs, and moral pain. (Jurisprudential Appeal TRT-2021-0001).","In judicial appeal #0001, The respondent corporation neglected statutory safety obligations under Article 157 of the Labor Regulations, which was the proximate cause of petitioner's injury. The labor court establishes strict employer liability for pecuniary restitution, medical costs, and moral pain. (Jurisprudential Appeal TRT-2021-0001).",1
LEGAL_001,legal,D5_Longformer,Tier1_Static,0.7742,0.7792,-0.005,0.75,0.7673,0.75,False,True,False,2,"The defendant employer failed to provide adequate occupational safety equipment mandated by Article 157 of the Labor Code, directly causing the plaintiff's industrial injury. The regional labor tribunal holds the employer strictly liable for compensatory damages, medical reimbursement, and moral damages. (Case Record BR-TRT-2021-0001).","The respondent corporation neglected statutory safety obligations under Article 157 of the Labor Regulations, which was the proximate cause of petitioner's injury. The labor court establishes strict employer liability for pecuniary restitution, medical costs, and moral pain. (Jurisprudential Appeal TRT-2021-0001).","The respondent company failed to fulfill statutory safety obligations under Article 157 of the Labor Regulations, which was the direct factor of petitioner's injury. The labor court decrees strict employer liability for financial reimbursement, medical costs, and moral pain. (Jurisprudential Appeal TRT-2021-0001).",1
LEGAL_001,legal,D5_Longformer,Tier2_Saliency,0.7742,0.7665,0.0077,0.75,0.7601,0.75,False,True,False,50,"The defendant employer failed to provide adequate occupational safety equipment mandated by Article 157 of the Labor Code, directly causing the plaintiff's industrial injury. The regional labor tribunal holds the employer strictly liable for compensatory damages, medical reimbursement, and moral damages. (Case Record BR-TRT-2021-0001).","The respondent corporation neglected statutory safety obligations under Article 157 of the Labor Regulations, which was the proximate cause of petitioner's injury. The labor court establishes strict employer liability for pecuniary restitution, medical costs, and moral pain. (Jurisprudential Appeal TRT-2021-0001).","The respondent organization disregarded statutory safety obligations under Article 157 of the Labor Regulations, which was the direct factor of petitioner's injury. The labor court decrees strict employer liability for damages award, medical costs, and moral pain. (Jurisprudential Appeal TRT-2021-0001).",6
LEGAL_001,legal,D5_Longformer,Corpus_Adversarial,0.7742,0.7675,0.0068,0.75,0.7664,0.75,False,True,False,2,"The defendant employer failed to provide adequate occupational safety equipment mandated by Article 157 of the Labor Code, directly causing the plaintiff's industrial injury. The regional labor tribunal holds the employer strictly liable for compensatory damages, medical reimbursement, and moral damages. (Case Record BR-TRT-2021-0001).","The respondent corporation neglected statutory safety obligations under Article 157 of the Labor Regulations, which was the proximate cause of petitioner's injury. The labor court establishes strict employer liability for pecuniary restitution, medical costs, and moral pain. (Jurisprudential Appeal TRT-2021-0001).","In judicial appeal #0001, The respondent corporation neglected statutory safety obligations under Article 157 of the Labor Regulations, which was the proximate cause of petitioner's injury. The labor court establishes strict employer liability for pecuniary restitution, medical costs, and moral pain. (Jurisprudential Appeal TRT-2021-0001).",1
LEGAL_002,legal,D1_SBERT,Tier1_Static,0.8191,0.802,0.017,0.75,0.9176,0.75,False,True,False,2,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary proprietary architectures and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",1
LEGAL_002,legal,D1_SBERT,Tier2_Saliency,0.8191,0.7986,0.0205,0.75,0.9286,0.75,False,True,False,50,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary engineering blueprints and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",6
LEGAL_002,legal,D1_SBERT,Corpus_Adversarial,0.8191,0.7609,0.0582,0.75,0.9257,0.75,False,True,False,2,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","In judicial appeal #0002, Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",1
LEGAL_002,legal,D2_SimCSE,Tier1_Static,0.9292,0.9279,0.0013,0.75,0.9286,0.75,False,True,False,2,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary engineering blueprints and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",1
LEGAL_002,legal,D2_SimCSE,Tier2_Saliency,0.9292,0.919,0.0102,0.75,0.9176,0.75,False,True,False,50,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary proprietary architectures and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",6
LEGAL_002,legal,D2_SimCSE,Corpus_Adversarial,0.9292,0.9167,0.0125,0.75,0.9257,0.75,False,True,False,2,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","In judicial appeal #0002, Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",1
LEGAL_002,legal,D3_BMX_Hybrid,Tier1_Static,0.5519,0.5519,0.0,0.75,0.9269,0.75,True,True,True,1,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",0
LEGAL_002,legal,D3_BMX_Hybrid,Tier2_Saliency,0.5519,0.5519,0.0,0.75,0.9269,0.75,True,True,True,1,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",0
LEGAL_002,legal,D3_BMX_Hybrid,Corpus_Adversarial,0.5519,0.5223,0.0296,0.75,0.9257,0.75,True,True,True,2,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","In judicial appeal #0002, Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",1
LEGAL_002,legal,D4_ColBERT_MultiVector,Tier1_Static,0.714,0.714,0.0,0.75,0.9269,0.75,True,True,True,1,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",0
LEGAL_002,legal,D4_ColBERT_MultiVector,Tier2_Saliency,0.714,0.714,0.0,0.75,0.9269,0.75,True,True,True,1,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",0
LEGAL_002,legal,D4_ColBERT_MultiVector,Corpus_Adversarial,0.714,0.6944,0.0196,0.75,0.9257,0.75,True,True,True,2,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","In judicial appeal #0002, Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",1
LEGAL_002,legal,D5_Longformer,Tier1_Static,0.8191,0.8281,-0.009,0.75,0.9285,0.75,False,True,False,2,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary specialized data and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",1
LEGAL_002,legal,D5_Longformer,Tier2_Saliency,0.8191,0.7986,0.0205,0.75,0.9286,0.75,False,True,False,50,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary engineering blueprints and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",6
LEGAL_002,legal,D5_Longformer,Corpus_Adversarial,0.8191,0.7609,0.0582,0.75,0.9257,0.75,False,True,False,2,"Under the non-disclosure covenant in Section 4.2, the receiving party agrees to hold all proprietary technical data and trade secrets in strict confidence. Any unauthorized disclosure or reverse engineering constitutes an immediate material breach entitling the disclosing party to injunctive relief and liquidated damages. (Case Record BR-TRT-2022-0002).","Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).","In judicial appeal #0002, Pursuant to confidentiality stipulations in Section 4.2, the recipient commits to maintaining all proprietary technical specifications and commercial secrets under rigorous secrecy. Unauthorized disclosure or decompilation represents an actionable contractual default granting injunctive remedies and damages. (Jurisprudential Appeal TRT-2022-0002).",1
LEGAL_003,legal,D1_SBERT,Tier1_Static,0.9097,0.8872,0.0225,0.75,0.9241,0.75,False,True,False,2,"In patent infringement litigation, the doctrine of equivalents permits a finding of infringement when an accused device performs substantially the same function in substantially the same way to achieve substantially the same result as the claimed invention. (Case Record BR-TRT-2023-0003).","Under patent jurisprudence, the doctrine of equivalents establishes infringement if the contested product executes substantially identical functions through substantially equivalent mechanisms to obtain substantially the same technical outcome. (Jurisprudential Appeal TRT-2023-0003).","Under patent jurisprudence, the doctrine of equivalents adjudicates infringement if the contested product executes substantially identical functions through substantially equivalent mechanisms to obtain substantially the same technical outcome. (Jurisprudential Appeal TRT-2023-0003).",1
LEGAL_003,legal,D1_SBERT,Tier2_Saliency,0.9097,0.8663,0.0434,0.75,0.9283,0.75,False,True,False,50,"In patent infringement litigation, the doctrine of equivalents permits a finding of infringement when an accused device performs substantially the same function in substantially the same way to achieve substantially the same result as the claimed invention. (Case Record BR-TRT-2023-0003).","Under patent jurisprudence, the doctrine of equivalents establishes infringement if the contested product executes substantially identical functions through substantially equivalent mechanisms to obtain substantially the same technical outcome. (Jurisprudential Appeal TRT-2023-0003).","Under patent jurisprudence, the doctrine of equivalents decrees infringement if the contested product executes substantially identical functions through substantially equivalent mechanisms to obtain substantially the same technical outcome. (Jurisprudential Appeal TRT-2023-0003).",7
LEGAL_003,legal,D1_SBERT,Corpus_Adversarial,0.9097,0.8889,0.0208,0.75,0.9349,0.75,False,True,False,2,"In patent infringement litigation, the doctrine of equivalents permits a finding of infringement when an accused device performs substantially the same function in substantially the same way to achieve substantially the same result as the claimed invention. (Case Record BR-TRT-2023-0003).","Under patent jurisprudence, the doctrine of equivalents establishes infringement if the contested product executes substantially identical functions through substantially equivalent mechanisms to obtain substantially the same technical outcome. (Jurisprudential Appeal TRT-2023-0003).","In judicial appeal #0003, Under patent jurisprudence, the doctrine of equivalents establishes infringement if the contested product executes substantially identical functions through substantially equivalent mechanisms to obtain substantially the same technical outcome. (Jurisprudential Appeal TRT-2023-0003).",1
